LLT_Code,PT_Code
10012141,10012141
10012142,10012141
10012143,10012141
10012144,10058907
10012145,10061127
10012146,10061127
10012147,10019708
10012148,10025409
10012149,10028289
10012150,10007636
10012151,10061246
10012152,10061246
10012153,10061246
10012154,10025409
10012155,10022948
10012156,10061246
10012157,10061246
10012158,10070866
10012159,10038845
10012160,10038536
10012161,10022948
10012162,10014004
10012163,10059245
10012164,10031161
10012165,10041591
10012166,10002681
10012167,10009181
10012168,10015982
10012169,10061127
10012170,10015982
10012171,10061127
10012172,10061531
10012173,10013950
10012174,10012174
10012175,10042217
10012176,10005630
10012177,10012177
10012178,10012177
10012179,10012374
10012180,10012205
10012181,10036417
10012182,10036417
10012183,10036417
10012184,10036417
10012185,10036417
10012186,10012186
10012187,10012186
10012188,10012186
10012189,10012186
10012190,10012186
10012191,10012186
10012192,10012186
10012193,10012186
10012194,10012186
10012195,10012186
10012196,10012186
10012197,10012186
10012198,10012198
10012199,10021518
10012200,10021519
10012201,10012559
10012202,10036246
10012203,10036246
10012204,10027336
10012205,10012205
10012206,10012206
10012207,10012206
10012208,10012206
10012209,10012209
10012210,10053613
10012211,10022523
10012212,10036000
10012213,10022524
10012214,10022524
10012215,10012215
10012216,10012249
10012217,10012218
10012218,10012218
10012220,10012218
10012222,10012218
10012223,10012218
10012224,10012218
10012225,10012225
10012226,10012218
10012227,10046868
10012228,10012186
10012229,10067647
10012230,10044520
10012231,10046625
10012232,10046626
10012233,10046626
10012234,10046626
10012235,10046627
10012236,10012236
10012237,10024453
10012238,10012239
10012239,10012239
10012240,10012239
10012241,10012241
10012242,10012242
10012243,10034702
10012244,10012244
10012245,10012245
10012246,10012239
10012247,10041317
10012248,10012239
10012249,10012249
10012250,10012250
10012251,10012251
10012252,10012252
10012253,10053195
10012254,10012254
10012255,10012255
10012257,10023164
10012258,10012258
10012260,10012239
10012261,10012241
10012262,10012242
10012263,10076429
10012264,10012267
10012265,10012265
10012266,10012265
10012267,10012267
10012269,10012267
10012270,10012267
10012271,10012271
10012273,10012267
10012274,10012267
10012275,10012267
10012276,10012267
10012277,10078164
10012278,10012267
10012279,10012267
10012280,10012267
10012281,10012267
10012282,10012267
10012283,10012267
10012284,10012267
10012285,10068968
10012286,10012267
10012287,10063844
10012288,10057678
10012290,10012267
10012291,10012267
10012292,10012271
10012293,10012293
10012294,10012294
10012295,10012295
10012296,10012296
10012297,10039626
10012298,10036631
10012299,10057678
10012300,10012305
10012301,10012305
10012304,10061811
10012305,10012305
10012306,10012305
10012307,10073938
10012308,10073938
10012309,10012310
10012310,10012310
10012312,10012310
10012313,10055776
10012314,10044016
10012315,10012316
10012316,10012316
10012318,10012318
10012319,10012318
10012320,10044041
10012322,10044034
10012323,10085637
10012324,10078978
10012327,10012327
10012328,10012328
10012330,10012331
10012331,10012331
10012332,10012331
10012333,10061454
10012334,10061454
10012335,10012335
10012336,10013663
10012337,10013663
10012338,10013663
10012339,10013663
10012340,10013663
10012341,10013663
10012342,10013663
10012343,10078340
10012344,10013663
10012345,10013663
10012346,10013663
10012347,10078340
10012348,10013663
10012349,10013663
10012350,10013663
10012351,10012335
10012352,10013663
10012353,10018713
10012354,10012355
10012355,10012355
10012357,10077805
10012358,10077805
10012359,10077805
10012360,10077805
10012361,10038846
10012362,10040825
10012363,10040825
10012364,10012364
10012365,10014415
10012366,10005956
10012367,10006938
10012368,10011000
10012369,10012369
10012370,10023202
10012371,10024214
10012372,10044029
10012373,10012373
10012374,10012374
10012376,10001297
10012377,10012378
10012378,10012378
10012379,10012378
10012380,10001496
10012381,10028584
10012382,10065929
10012383,10012373
10012384,10057840
10012385,10012378
10012386,10012378
10012387,10012378
10012388,10077804
10012389,10067371
10012390,10012390
10012391,10078366
10012392,10012378
10012393,10057840
10012394,10078366
10012395,10001297
10012396,10038678
10012397,10012397
10012398,10012378
10012399,10012378
10012400,10012378
10012402,10012378
10012403,10012378
10012404,10077804
10012405,10077804
10012406,10001297
10012407,10012378
10012408,10057840
10012409,10001906
10012410,10043784
10012411,10012411
10012412,10024690
10012413,10072970
10012414,10072970
10012415,10072970
10012416,10072970
10012417,10024690
10012418,10072970
10012419,10072970
10012420,10072970
10012421,10001294
10012422,10012422
10012423,10012423
10012425,10042658
10012426,10012426
10012427,10012426
10012428,10012428
10012429,10012431
10012430,10012431
10012431,10012431
10012432,10012432
10012433,10012432
10012434,10012434
10012436,10012436
10012438,10012438
10012439,10012438
10012440,10012431
10012441,10012441
10012442,10012442
10012443,10012442
10012444,10012444
10012445,10012442
10012446,10013687
10012447,10013687
10012448,10012434
10012449,10012442
10012450,10063562
10012451,10012431
10012452,10012431
10012453,10012431
10012454,10014184
10012455,10012455
10012456,10012456
10012457,10012455
10012458,10012442
10012459,10012434
10012460,10014194
10012461,10012436
10012462,10012431
10012463,10017543
10012464,10017543
10012465,10017543
10012466,10037549
10012467,10037549
10012468,10012468
10012469,10021199
10012470,10012470
10012471,10064000
10012472,10064000
10012473,10042946
10012474,10013687
10012475,10017543
10012476,10040893
10012477,10040893
10012478,10012431
10012479,10012431
10012480,10014201
10012481,10030012
10012482,10034972
10012483,10037876
10012484,10034541
10012485,10034972
10012486,10012470
10012487,10063562
10012488,10039793
10012489,10039793
10012490,10012431
10012491,10041303
10012492,10012442
10012493,10012493
10012494,10053717
10012495,10053717
10012496,10061455
10012497,10061455
10012498,10068773
10012499,10068773
10012500,10011692
10012501,10017543
10012502,10017543
10012503,10012503
10012504,10012504
10012505,10012504
10012506,10005913
10012507,10043873
10012508,10043868
10012509,10043868
10012510,10067197
10012511,10012511
10012512,10012504
10012513,10043866
10012514,10043866
10012515,10005913
10012516,10012504
10012517,10039710
10012518,10048768
10012519,10012441
10012520,10068773
10012521,10068773
10012522,10012522
10012523,10012522
10012524,10033236
10012525,10012780
10012526,10061453
10012527,10070581
10012528,10040844
10012529,10023203
10012530,10035531
10012531,10021703
10012532,10012532
10012533,10038848
10012534,10066985
10012535,10013457
10012536,10013457
10012537,10008783
10012538,10008783
10012539,10013457
10012540,10016759
10012541,10013457
10012542,10038848
10012543,10012442
10012544,10027374
10012545,10047532
10012546,10047531
10012547,10020853
10012548,10020853
10012549,10058914
10012550,10012550
10012551,10010050
10012552,10013745
10012553,10044041
10012554,10049215
10012555,10049669
10012556,10077803
10012557,10012557
10012558,10012557
10012559,10012559
10012560,10012559
10012563,10012559
10012564,10013932
10012565,10012565
10012566,10041467
10012568,10063413
10012569,10037999
10012570,10037999
10012571,10041467
10012572,10058319
10012573,10028762
10012574,10077875
10012575,10012575
10012576,10069853
10012577,10074498
10012578,10012578
10012579,10012579
10012580,10056871
10012582,10056871
10012583,10056871
10012584,10056871
10012585,10069803
10012586,10012586
10012587,10012587
10012588,10064684
10012589,10064684
10012591,10012575
10012592,10012592
10012593,10000739
10012594,10012601
10012595,10012607
10012596,10012596
10012597,10012596
10012598,10018209
10012599,10012599
10012600,10029147
10012601,10012601
10012603,10012601
10012604,10012596
10012605,10012601
10012606,10018209
10012607,10012607
10012608,10067584
10012609,10067584
10012610,10012607
10012611,10067585
10012612,10067585
10012613,10067585
10012614,10012601
10012615,10012596
10012616,10012596
10012617,10012596
10012618,10012596
10012619,10012607
10012620,10012601
10012621,10012601
10012622,10012671
10012623,10012601
10012624,10018209
10012625,10018209
10012626,10029147
10012627,10012601
10012628,10081755
10012629,10012650
10012630,10012669
10012631,10012631
10012632,10012671
10012633,10012680
10012634,10012661
10012635,10012650
10012636,10061104
10012637,10061815
10012638,10061835
10012639,10061104
10012640,10061104
10012641,10012601
10012642,10012671
10012643,10085063
10012644,10029326
10012645,10012645
10012646,10012646
10012647,10012647
10012648,10007749
10012649,10012686
10012650,10012650
10012651,10012650
10012652,10061104
10012659,10012607
10012660,10012660
10012661,10012661
10012662,10012661
10012664,10060734
10012665,10012665
10012666,10012666
10012667,10012667
10012668,10012668
10012669,10012669
10012670,10063554
10012671,10012671
10012672,10012672
10012673,10012673
10012674,10022530
10012675,10012689
10012676,10012676
10012677,10012689
10012678,10061835
10012679,10060734
10012680,10012680
10012681,10061815
10012682,10012645
10012683,10012680
10012684,10061815
10012685,10012680
10012686,10012686
10012687,10061835
10012688,10012688
10012689,10012689
10012690,10012686
10012691,10018433
10012692,10012692
10012693,10061815
10012694,10045434
10012695,10061606
10012696,10045406
10012697,10061607
10012698,10046413
10012699,10045431
10012700,10061105
10012701,10012444
10012702,10012444
10012703,10020642
10012704,10010811
10012705,10012711
10012708,10012708
10012709,10010811
10012711,10012711
10012712,10061106
10012713,10012713
10012715,10010439
10012716,10012716
10012717,10012713
10012718,10019913
10012719,10012716
10012720,10012723
10012721,10012723
10012722,10012713
10012723,10012723
10012725,10012725
10012726,10035618
10012727,10012735
10012728,10012735
10012729,10012741
10012730,10007048
10012731,10088652
10012732,10012735
10012733,10012742
10012734,10009657
10012735,10012735
10012737,10012735
10012738,10012741
10012739,10007048
10012740,10012735
10012741,10012741
10012742,10012742
10012743,10088652
10012744,10012744
10012745,10012735
10012746,10012742
10012747,10057585
10012748,10009657
10012749,10073169
10012750,10012750
10012751,10005735
10012752,10005737
10012753,10005739
10012754,10005741
10012755,10005737
10012756,10005739
10012757,10005741
10012758,10012758
10012759,10007586
10012760,10005737
10012761,10005739
10012762,10012762
10012763,10052693
10012764,10033714
10012765,10045180
10012766,10046438
10012767,10047772
10012768,10033714
10012769,10013442
10012770,10061079
10012771,10011906
10012772,10014717
10012773,10018338
10012774,10087520
10012775,10012775
10012777,10047609
10012778,10002647
10012779,10012780
10012780,10012780
10012781,10012784
10012782,10012785
10012783,10012787
10012784,10012784
10012785,10012785
10012786,10012785
10012787,10012787
10012788,10001388
10012789,10060938
10012790,10013946
10012791,10013968
10012792,10047513
10012793,10013990
10012794,10017577
10012795,10017577
10012796,10017577
10012797,10017577
10012798,10017577
10012799,10017577
10012800,10017577
10012801,10069853
10012802,10010151
10012803,10010151
10012804,10022437
10012805,10027374
10012806,10013990
10012807,10060938
10012808,10063349
10012809,10063349
10012810,10008642
10012811,10011668
10012812,10012812
10012813,10016621
10012814,10022530
10012815,10061087
10012816,10022530
10012817,10023335
10012818,10012818
10012820,10012818
10012821,10012821
10012822,10012822
10012823,10012823
10012824,10012824
10012825,10012825
10012826,10012826
10012827,10012818
10012828,10012821
10012829,10012822
10012830,10012823
10012831,10012824
10012832,10012825
10012833,10012826
10012834,10001413
10012835,10001416
10012836,10001417
10012837,10001418
10012838,10001419
10012839,10001420
10012840,10001421
10012841,10002411
10012842,10002414
10012843,10002415
10012844,10002416
10012845,10002417
10012846,10002418
10012847,10002419
10012848,10002449
10012849,10002452
10012850,10002453
10012851,10002454
10012852,10002455
10012853,10002456
10012854,10002457
10012855,10012818
10012856,10012821
10012857,10012822
10012858,10012823
10012859,10012824
10012860,10012825
10012861,10012826
10012862,10020070
10012863,10020071
10012864,10020072
10012865,10020073
10012866,10020074
10012867,10020075
10012868,10020067
10012869,10073481
10012870,10022706
10012871,10022707
10012872,10022708
10012873,10022709
10012874,10022710
10012875,10022711
10012876,10034623
10012877,10034625
10012878,10034627
10012879,10034628
10012880,10034629
10012881,10034630
10012882,10034626
10012883,10029547
10012884,10037867
10012885,10001413
10012886,10001416
10012887,10001417
10012888,10001418
10012889,10001419
10012890,10001420
10012891,10001421
10012892,10002411
10012893,10002414
10012894,10002415
10012895,10002416
10012896,10002417
10012897,10002418
10012898,10002419
10012899,10002449
10012900,10002452
10012901,10002453
10012902,10002454
10012903,10002455
10012904,10002456
10012905,10002457
10012906,10012818
10012907,10012821
10012908,10012822
10012909,10012823
10012910,10012824
10012911,10012825
10012912,10012826
10012913,10073481
10012914,10022706
10012915,10022707
10012916,10022708
10012917,10022709
10012918,10022710
10012919,10022711
10012920,10025342
10012921,10025345
10012922,10025346
10012923,10025347
10012924,10025348
10012925,10025349
10012926,10025350
10012927,10029460
10012928,10029463
10012929,10029464
10012930,10029465
10012931,10029466
10012932,10029467
10012933,10029468
10012934,10034623
10012935,10034625
10012936,10034626
10012937,10034627
10012938,10034628
10012939,10034629
10012940,10034630
10012941,10078638
10012942,10038845
10012943,10001413
10012944,10001418
10012945,10001419
10012946,10001421
10012947,10001416
10012948,10001417
10012949,10001420
10012950,10002411
10012951,10002414
10012952,10002415
10012953,10002417
10012954,10002418
10012955,10002419
10012956,10073481
10012957,10022706
10012958,10022707
10012959,10022708
10012960,10022709
10012961,10022710
10012962,10022711
10012963,10029460
10012964,10029463
10012965,10029464
10012966,10029465
10012967,10029466
10012968,10029467
10012969,10029468
10012970,10034623
10012971,10034625
10012972,10034626
10012973,10034627
10012974,10034628
10012975,10034629
10012976,10034630
10012977,10078638
10012978,10012978
10012979,10012979
10012980,10013946
10012982,10061583
10012983,10061582
10012984,10061584
10012985,10061583
10012986,10061582
10012987,10061584
10012988,10061149
10012989,10061149
10012990,10072564
10012991,10029173
10012992,10026735
10012993,10043251
10012994,10047115
10012995,10070863
10012996,10070863
10012997,10070863
10012998,10070863
10012999,10070863
10013000,10057304
10013001,10046813
10013002,10013002
10013003,10013003
10013004,10030164
10013005,10017779
10013006,10034643
10013007,10028521
10013008,10017779
10013009,10046399
10013010,10057203
10013011,10038901
10013012,10013012
10013013,10069111
10013014,10028521
10013015,10017779
10013016,10047141
10013017,10058795
10013018,10064780
10013019,10021089
10013020,10056361
10013021,10031161
10013022,10016674
10013023,10013023
10013024,10013024
10013025,10013023
10013026,10013023
10013027,10013023
10013028,10013023
10013029,10013029
10013030,10013029
10013031,10013029
10013032,10013032
10013033,10013033
10013034,10013033
10013035,10008129
10013036,10013036
10013037,10001639
10013038,10004685
10013039,10010929
10013040,10010933
10013041,10010931
10013042,10010931
10013043,10010933
10013044,10062659
10013045,10013045
10013046,10022016
10013047,10013047
10013048,10013048
10013049,10013049
10013050,10013050
10013051,10013050
10013052,10013053
10013053,10013053
10013054,10013053
10013055,10061107
10013056,10013457
10013057,10030919
10013058,10033712
10013059,10061521
10013060,10061521
10013061,10033712
10013062,10033712
10013063,10057322
10013064,10006223
10013065,10006223
10013066,10010741
10013067,10015915
10013068,10008260
10013069,10046901
10013070,10006223
10013071,10057929
10013072,10057929
10013073,10057929
10013074,10016100
10013075,10028692
10013076,10040829
10013077,10016100
10013078,10043949
10013079,10044032
10013080,10008796
10013081,10016100
10013082,10013082
10013084,10000059
10013085,10082879
10013086,10013082
10013087,10053155
10013088,10053156
10013089,10030973
10013090,10052437
10013091,10052143
10013092,10013082
10013093,10068286
10013094,10001497
10013095,10061327
10013096,10001130
10013097,10010264
10013098,10011078
10013099,10011401
10013100,10016621
10013101,10016621
10013102,10011766
10013103,10017626
10013104,10018706
10013105,10019273
10013106,10010968
10013107,10019837
10013108,10061877
10013109,10007189
10013110,10028694
10013111,10041633
10013112,10061414
10013113,10061536
10013114,10034254
10013115,10000598
10013116,10043951
10013117,10062207
10013118,10061589
10013119,10061590
10013120,10061590
10013121,10061318
10013122,10019037
10013123,10044034
10013124,10048470
10013125,10061532
10013126,10061532
10013127,10028694
10013128,10061318
10013129,10061120
10013130,10033616
10013131,10061474
10013132,10012328
10013133,10061511
10013134,10061257
10013135,10067621
10013136,10061935
10013137,10061381
10013138,10061389
10013139,10061414
10013140,10049848
10013141,10039580
10013142,10013142
10013143,10063844
10013144,10063844
10013145,10063844
10013146,10023204
10013147,10023204
10013148,10023204
10013149,10023204
10013150,10023204
10013151,10023204
10013152,10024203
10013153,10013183
10013154,10023204
10013155,10023204
10013156,10023204
10013157,10054892
10013158,10023204
10013159,10023204
10013160,10023204
10013161,10023204
10013162,10023204
10013163,10023204
10013164,10023204
10013165,10013183
10013166,10023204
10013167,10023204
10013168,10023204
10013169,10023204
10013170,10023204
10013171,10023204
10013172,10073767
10013173,10023204
10013174,10023204
10013175,10023204
10013176,10023204
10013177,10061525
10013178,10023204
10013179,10023204
10013180,10023204
10013181,10023204
10013182,10023204
10013183,10013183
10013184,10023204
10013185,10000389
10013186,10001347
10013187,10010264
10013188,10002644
10013189,10002644
10013190,10004207
10013191,10028934
10013192,10061590
10013193,10052793
10013194,10005956
10013195,10012218
10013196,10012267
10013197,10063292
10013198,10006974
10013199,10061024
10013200,10007649
10013201,10061745
10013202,10029202
10013203,10008196
10013204,10008351
10013205,10007649
10013206,10009802
10013207,10009903
10013208,10039906
10013209,10061453
10013210,10011078
10013211,10011724
10013212,10072729
10013213,10013950
10013214,10014004
10013215,10014363
10013216,10014408
10013217,10014695
10013218,10036074
10013219,10014753
10013220,10049848
10013221,10015916
10013222,10061157
10013223,10061157
10013224,10017577
10013225,10017944
10013226,10019037
10013227,10061590
10013228,10024670
10013229,10021425
10013230,10003285
10013231,10038428
10013232,10061524
10013233,10023643
10013234,10024670
10013235,10025082
10013236,10027327
10013237,10028300
10013238,10077465
10013239,10028694
10013240,10028934
10013241,10028934
10013242,10029202
10013243,10005956
10013244,10015916
10013245,10054716
10013246,10078080
10013247,10061456
10013248,10058319
10013249,10033139
10013250,10033616
10013251,10033942
10013252,10034336
10013253,10028934
10013254,10005956
10013255,10034636
10013256,10034721
10013257,10035132
10013258,10035532
10013259,10025082
10013260,10037760
10013261,10002644
10013262,10038264
10013263,10038428
10013264,10038683
10013265,10038853
10013266,10047571
10013267,10040831
10013268,10040984
10013269,10041466
10013270,10041498
10013271,10041633
10013272,10043239
10013273,10043306
10013274,10043709
10013275,10043951
10013276,10044034
10013277,10038537
10013278,10046566
10013279,10046694
10013280,10046779
10013281,10008351
10013282,10059245
10013283,10034636
10013284,10038901
10013285,10047386
10013286,10047651
10013287,10047754
10013288,10047787
10013289,10021425
10013290,10060929
10013291,10000389
10013292,10078794
10013293,10001347
10013294,10001938
10013295,10061009
10013298,10043239
10013299,10006974
10013300,10061023
10013301,10061368
10013302,10061446
10013303,10061091
10013304,10061106
10013306,10061456
10013308,10014418
10013309,10056819
10013311,10061212
10013312,10061215
10013313,10061254
10013314,10022983
10013315,10072746
10013318,10061227
10013319,10025438
10013320,10082975
10013321,10082975
10013325,10061281
10013327,10027327
10013328,10061292
10013329,10048592
10013330,10056388
10013331,10061411
10013332,10061411
10013333,10061411
10013334,10061411
10013335,10061411
10013336,10061322
10013337,10060890
10013338,10061411
10013339,10061411
10013340,10061411
10013341,10061411
10013343,10033942
10013345,10034336
10013346,10061347
10013347,10061350
10013348,10061403
10013349,10061356
10013350,10037222
10013352,10000389
10013353,10000389
10013354,10061368
10013359,10042653
10013363,10061666
10013365,10054716
10013366,10054717
10013367,10021111
10013368,10021111
10013370,10006946
10013371,10044030
10013373,10080020
10013377,10046779
10013378,10061411
10013379,10061411
10013380,10061411
10013381,10061411
10013382,10047651
10013383,10036392
10013384,10041092
10013385,10062237
10013386,10039626
10013387,10039626
10013388,10039626
10013389,10039626
10013390,10039626
10013391,10039626
10013392,10039626
10013393,10039626
10013394,10013395
10013395,10013395
10013396,10067251
10013397,10022636
10013398,10022636
10013399,10022636
10013400,10022636
10013401,10022636
10013402,10008020
10013403,10008020
10013404,10008020
10013405,10008020
10013406,10008020
10013407,10008020
10013408,10008020
10013409,10061468
10013410,10061468
10013411,10061468
10013412,10061468
10013413,10061468
10013414,10061468
10013415,10061468
10013416,10061468
10013417,10061468
10013418,10061468
10013419,10078086
10013420,10078086
10013421,10002895
10013422,10002895
10013423,10002895
10013424,10002895
10013425,10002895
10013426,10002895
10013427,10002895
10013428,10048631
10013429,10013442
10013430,10083456
10013431,10042938
10013432,10061289
10013433,10008769
10013434,10008769
10013435,10008769
10013436,10008769
10013437,10008769
10013438,10008769
10013439,10013439
10013440,10020144
10013441,10013442
10013442,10013442
10013443,10013443
10013444,10013444
10013445,10024459
10013446,10042945
10013447,10061289
10013448,10008769
10013449,10008769
10013450,10038895
10013451,10028245
10013452,10013453
10013453,10013453
10013454,10048215
10013455,10002822
10013456,10029864
10013457,10013457
10013458,10069571
10013459,10013457
10013460,10013462
10013461,10013461
10013462,10013462
10013463,10013462
10013464,10013462
10013466,10013461
10013467,10013462
10013468,10013468
10013469,10013462
10013471,10013462
10013472,10051341
10013473,10009887
10013474,10056361
10013475,10043280
10013476,10033596
10013477,10050335
10013478,10038535
10013479,10000389
10013480,10000060
10013481,10000060
10013482,10000060
10013483,10013952
10013484,10052793
10013485,10052793
10013486,10013486
10013487,10049119
10013488,10000059
10013489,10049119
10013490,10013946
10013491,10000059
10013492,10038687
10013493,10001052
10013494,10028974
10013495,10058929
10013496,10013496
10013497,10013496
10013499,10013952
10013501,10061108
10013502,10061108
10013503,10014552
10013504,10014552
10013505,10024690
10013506,10026882
10013507,10039379
10013508,10033775
10013512,10044030
10013513,10001938
10013514,10001938
10013515,10001938
10013516,10034018
10013517,10034018
10013518,10001938
10013519,10044030
10013520,10001598
10013521,10028289
10013522,10031282
10013523,10036142
10013524,10036142
10013525,10013654
10013526,10011196
10013527,10013527
10013528,10042159
10013529,10042159
10013531,10013559
10013532,10013559
10013533,10013559
10013534,10013554
10013536,10013536
10013537,10061820
10013538,10013538
10013540,10013538
10013541,10013541
10013542,10013542
10013543,10013538
10013544,10013544
10013545,10013538
10013546,10013541
10013547,10013538
10013548,10013541
10013549,10013554
10013550,10013559
10013551,10013560
10013552,10013559
10013553,10013560
10013554,10013554
10013555,10013554
10013556,10013559
10013557,10013563
10013558,10013558
10013559,10013559
10013560,10013560
10013561,10066969
10013562,10013554
10013563,10013563
10013564,10013563
10013565,10005038
10013566,10013563
10013567,10013563
10013568,10013568
10013569,10010041
10013570,10013571
10013571,10013571
10013572,10013572
10013573,10013573
10013574,10013573
10013575,10013573
10013576,10013576
10013577,10013578
10013578,10013578
10013579,10013578
10013580,10013573
10013581,10013578
10013582,10013573
10013583,10057929
10013584,10061110
10013585,10061109
10013586,10061110
10013587,10011906
10013588,10013971
10013589,10002515
10013590,10002519
10013591,10000370
10013592,10000370
10013593,10039897
10013594,10045412
10013595,10045412
10013596,10045412
10013597,10045413
10013598,10045414
10013599,10041558
10013600,10041558
10013601,10003988
10013602,10036623
10013603,10040867
10013604,10003983
10013605,10038867
10013606,10038867
10013607,10038867
10013608,10038867
10013609,10013609
10013610,10022016
10013611,10013611
10013612,10037263
10013613,10013613
10013614,10013036
10013615,10061079
10013616,10044688
10013617,10013618
10013618,10013618
10013619,10000279
10013620,10000279
10013621,10000279
10013622,10017379
10013623,10000279
10013624,10000279
10013625,10042363
10013626,10033775
10013627,10029412
10013628,10000125
10013629,10000125
10013630,10000125
10013631,10000125
10013632,10000125
10013633,10000125
10013634,10013634
10013635,10020642
10013636,10003062
10013637,10013637
10013638,10013637
10013639,10046543
10013640,10047838
10013641,10002368
10013642,10013642
10013643,10013643
10013644,10005734
10013645,10005734
10013646,10015856
10013647,10013647
10013648,10013647
10013649,10041349
10013650,10012206
10013651,10041349
10013652,10001597
10013653,10016948
10013654,10013654
10013655,10013654
10013656,10061111
10013657,10061111
10013658,10013663
10013659,10080753
10013660,10081202
10013661,10013700
10013663,10013663
10013664,10013675
10013665,10013675
10013666,10013663
10013667,10013663
10013668,10013663
10013669,10013675
10013670,10013675
10013671,10013676
10013672,10013676
10013673,10013663
10013674,10013663
10013675,10013675
10013676,10013676
10013677,10013663
10013678,10082201
10013679,10082201
10013680,10082201
10013681,10043417
10013682,10082200
10013683,10082203
10013684,10013709
10013685,10082205
10013687,10013687
10013688,10013687
10013689,10013687
10013690,10013687
10013691,10044223
10013692,10013687
10013693,10013687
10013694,10013687
10013695,10071404
10013696,10071405
10013697,10037660
10013698,10013663
10013699,10013663
10013700,10013700
10013701,10064684
10013702,10069846
10013703,10061821
10013704,10020635
10013705,10072268
10013706,10050551
10013707,10034010
10013708,10072388
10013709,10013709
10013710,10013710
10013711,10068071
10013712,10013710
10013713,10068072
10013714,10070863
10013715,10013717
10013716,10013717
10013717,10013717
10013718,10013718
10013719,10013718
10013720,10013718
10013721,10013722
10013722,10013722
10013723,10061132
10013724,10061133
10013725,10013717
10013726,10061132
10013727,10061133
10013728,10013718
10013729,10013722
10013730,10061133
10013731,10061134
10013732,10013718
10013733,10013722
10013734,10061133
10013735,10081576
10013736,10081576
10013737,10000381
10013738,10022523
10013739,10072388
10013740,10072388
10013741,10072388
10013742,10070863
10013743,10002199
10013744,10013744
10013745,10013745
10013746,10070863
10013747,10070863
10013748,10000381
10013749,10022523
10013750,10026923
10013751,10070863
10013752,10013752
10013753,10013753
10013754,10013754
10013755,10013756
10013756,10013756
10013757,10061423
10013758,10012218
10013759,10012267
10013760,10015832
10013761,10019063
10013762,10072268
10013763,10001443
10013764,10012239
10013765,10080179
10013766,10039897
10013767,10016330
10013768,10001605
10013769,10016330
10013770,10062776
10013771,10030917
10013772,10068319
10013773,10011224
10013774,10013774
10013775,10013774
10013776,10000173
10013777,10013774
10013778,10013774
10013779,10019049
10013780,10024552
10013781,10013781
10013782,10028740
10013783,10037833
10013784,10037844
10013785,10037844
10013786,10013786
10013787,10066995
10013788,10066995
10013789,10013789
10013790,10000173
10013791,10013786
10013792,10013774
10013793,10024552
10013794,10013781
10013795,10013774
10013796,10047791
10013797,10013836
10013798,10069807
10013799,10013799
10013800,10013800
10013801,10013801
10013802,10073094
10013803,10073095
10013804,10073095
10013805,10073095
10013806,10073094
10013807,10034130
10013808,10013808
10013809,10039897
10013810,10013810
10013812,10013812
10013813,10013812
10013814,10052535
10013815,10054184
10013816,10041121
10013817,10054184
10013818,10054184
10013819,10041124
10013820,10054184
10013821,10054184
10013822,10041121
10013823,10054184
10013824,10054184
10013825,10041124
10013826,10062532
10013827,10062532
10013828,10065850
10013829,10052535
10013830,10013830
10013831,10061826
10013832,10013832
10013833,10013833
10013834,10050094
10013835,10050094
10013836,10013836
10013837,10013849
10013838,10013836
10013839,10013839
10013840,10013849
10013841,10013849
10013842,10013839
10013843,10013839
10013844,10013849
10013845,10013839
10013846,10013849
10013847,10013839
10013848,10013849
10013849,10013849
10013850,10013850
10013851,10013836
10013852,10013849
10013853,10013849
10013854,10013839
10013855,10013855
10013856,10013836
10013857,10013855
10013858,10013836
10013859,10013836
10013860,10000081
10013861,10013849
10013863,10013863
10013864,10013864
10013865,10013865
10013866,10013865
10013867,10013865
10013868,10013864
10013869,10014816
10013870,10023416
10013871,10013613
10013872,10013872
10013873,10013873
10013874,10013874
10013875,10061112
10013876,10010810
10013877,10051055
10013878,10051055
10013879,10051055
10013880,10043634
10013881,10013883
10013882,10020546
10013883,10013883
10013884,10013883
10013885,10013883
10013886,10013886
10013887,10013887
10013888,10031161
10013889,10003840
10013890,10017577
10013891,10014642
10013892,10013892
10013893,10040829
10013894,10040829
10013895,10061590
10013896,10013896
10013897,10013896
10013898,10051402
10013899,10049848
10013900,10001347
10013901,10019670
10013902,10062237
10013903,10015543
10013904,10033141
10013905,10033942
10013906,10043306
10013907,10043709
10013908,10085424
10013909,10061827
10013910,10013911
10013911,10013911
10013912,10013913
10013913,10013913
10013914,10018498
10013915,10018498
10013916,10013916
10013917,10013916
10013918,10013916
10013919,10013916
10013920,10013916
10013921,10013916
10013922,10013922
10013923,10030071
10013924,10013924
10013925,10013924
10013926,10013924
10013927,10013916
10013928,10043118
10013930,10013916
10013931,10013931
10013932,10013932
10013933,10013932
10013934,10013935
10013935,10013935
10013936,10013936
10013937,10061423
10013938,10034018
10013939,10034018
10013940,10034018
10013941,10013941
10013942,10013941
10013943,10013941
10013944,10013941
10013945,10013941
10013946,10013946
10013947,10013946
10013948,10013946
10013950,10013950
10013951,10002948
10013952,10013952
10013953,10013953
10013954,10013954
10013955,10001331
10013956,10028197
10013957,10008263
10013958,10046905
10013959,10044041
10013960,10013960
10013961,10062805
10013962,10013960
10013963,10013968
10013964,10013968
10013965,10013968
10013966,10013971
10013967,10013974
10013968,10013968
10013969,10013969
10013970,10013968
10013971,10013971
10013972,10013968
10013973,10013971
10013974,10013974
10013976,10013976
